#Taxonomy	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	0	0	0	0	0	0	6.89064715235393e-06	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.41936601542889e-06	9.49204282050357e-07	0	0	1.23718737821437e-05	6.6628791900071e-06	0	0	0	0	1.22423895185558e-06	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	0	1.08343926961747e-06	0	0	1.03742537993759e-06	0	8.26877658282472e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.3864576483316e-05	8.54283853845321e-06	0	0	9.51087797002295e-05	4.04214670860431e-05	0	0	0	0	1.1630270042628e-05	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter arboriphilus	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3.28647963639704e-07	0	0	0	0	0	0.000257210064523449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	3.83267372035869e-06	9.89541199583959e-05	1.03875976239409e-06	0	0.000944575808433179	5.82347511642318e-06	0.0483275538030343	1.75638137262208e-06	0	0	2.24047247083465e-06	0.000271318908045749	4.08736915054046e-07	1.60805360022735e-05	1.81405425577128e-06	6.18944211154055e-07	0	1.39685289043784e-06	3.03327707166083e-05	4.33465627042707e-07	0	4.46961230549997e-05	0	0	2.59491821596259e-07	2.27350233033989e-06	4.22334057323402e-06	5.45514452859914e-07	8.04242465084318e-05	1.68130200026901e-05	8.30647572847792e-07	0	1.73371371012133e-06	0.0331761806778247	0.0185512484883922	7.90657147900007e-05	3.76974403438007e-06	0.0515133894604007	0.0190447296847703	8.83859422883265e-05	2.17175431317895e-05	5.85625814385898e-07	5.62075316968323e-07	0.00820668581376387	0.000259767085945349	0	0	0	0	0	6.52997683817215e-07	3.88489068888824e-06	6.31811720107408e-06	2.4510640681886e-05	3.12257837541615e-06
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	0	0	0	0	0	7.94110243148615e-07	0	0	0	0	0	1.32512287201831e-05	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.45945707976856e-07	0	0	0	0	0	0	0.000133373478484143	1.07706972410859e-06	0.00595783046821356	0.00124995613604533	6.52027443110606e-06	0	0	0	0	0	0	0.000134998982544433	0	0	0	0	0	0	0	9.31569215332484e-05
k__Bacteria	0.00341845013750454	0.00076201895296429	0.00140907761768759	0.00418144137323918	0.00293202348004862	0.00200274603322081	0.00305944733564515	0.00325407286021939	0.00371546382056852	0.00423726429162282	0.00177797493935521	0.00259558442556586	0.00385316289821449	0.00219016900350965	0.00303050720956991	0.00305851281941777	0.00123200483337671	0.00170503355939069	0.00165819146584126	0.00397097860933824	0.00279620205294696	0.00215576631749464	0.00172454532891817	0.00088212017128815	0.00127384535221603	0.00128850744572013	0.00431813110609993	0.00348147323815197	0.00185762793234919	0.00176243149361532	0.00232788982290594	0.000858494008457702	0.000907599127248518	0.00359559619015295	0.00362216354030416	0.00231846232358962	0.00357479441431641	0.00204831835305616	0.00259008323712876	0.00272619918713912	0.000698705784205505	0.00329414520592068	0.00146870280323823	0.00220240587438819	0.00123185933768782	0.00194951047387331	0.0028230669585027	0.00211863537450881	0.0014091134043741	0.0026402477997935	0.00128836443017137	0.000826186753170233	0.00123203285420945	0.00155555030327541	0.00251419602193924
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium LF-3	0.00102126013594789	0.00245579567779961	0.00220061255663188	0.000349226929341008	0.00134268779798423	0.00129254677243156	7.70891150169596e-05	0.00100088647076992	0.000825111833000427	0.00135755645465339	0.00885658767720937	0.00488274650266946	0.00317649893534252	0.000891154067907811	0.00772191066560242	0.0030377781883441	0.000984393321532352	0.00151261707373288	0.00480740712779668	0.00160902440758253	0.000473801574219012	0.002602398900081	0.0133261392776105	0.00157341159892106	0.00761115461923987	0.000449016710242128	0.01047130369127	0.0214239891071674	0.000609699410074625	0.000173734540027798	0.000210569159716915	0.00110931465999177	0.00074029575422181	0.00223796695021319	0.00194681798248528	0.00070440364085637	0.000107706972410859	0.000323215202558504	0.00019677703207821	0.00114104802544356	0.00279931642160791	0.00243971714273165	0.000763860355759951	0.00135584463918005	0.00195858123354939	0.00341717104461721	0.00299181568668324	0.00136569233147001	0.0026116137273975	0.00304218496484586	0.00194332110704003	0.00292532268873285	0.00606894645395672	0.00491088193662074	0.00420090877439319
k__Bacteria;p__Actinobacteria	2.06374738788545e-06	5.77834277129319e-06	3.11627928718228e-06	1.74033353492197e-06	5.70583958965677e-06	7.94110243148615e-07	5.16798536426545e-06	3.76367436990446e-06	3.55415965175797e-06	6.56503984979189e-05	7.68161990000451e-06	3.31280718004577e-07	1.83931611774321e-05	4.09322734603325e-06	2.07320486373861e-06	8.04627474500272e-06	1.65074341229573e-05	6.98426445218922e-06	3.43771401454895e-05	2.55744719955197e-05	7.24467238866991e-07	2.79350769093748e-06	2.35819134270227e-07	1.68279315392627e-07	7.78475464788776e-06	0	1.17315015923167e-06	2.48209076051261e-05	4.67296845156025e-06	1.06749333350413e-06	2.07661893211948e-06	8.7750665259731e-06	1.08357106882583e-05	6.09872510129187e-05	8.54283853845321e-06	9.58372300484856e-06	1.61560458616289e-05	2.01042948959835e-05	1.02164147580109e-05	2.24587230404764e-05	7.48880797647915e-07	4.09938070070129e-06	5.62075316968323e-06	1.71393453259781e-05	5.00755828328383e-06	9.17809339294088e-06	2.97791873259779e-06	1.3677439473911e-06	8.5326936251027e-06	8.60415949653375e-06	4.57098378672051e-06	1.94244534444412e-06	1.18464697520139e-06	1.75076004870614e-06	2.0817189169441e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria	2.65338949870986e-06	3.61146423205825e-07	3.11627928718228e-06	3.48066706984394e-06	0	6.88228877395467e-06	1.72266178808848e-06	5.01823249320594e-07	1.36698448144537e-06	1.35990111174261e-05	3.52074245416873e-06	6.29433364208696e-06	4.29173760806749e-06	9.35594821950458e-06	3.62810851154257e-06	2.78524895019325e-06	2.75123902049288e-07	3.31752561478988e-06	9.43686200072259e-06	4.33465627042707e-06	9.65956318489321e-07	8.70917103645215e-06	9.43276537080908e-07	3.36558630785254e-07	7.78475464788776e-07	5.68375582584972e-07	1.40778019107801e-06	2.45481503786961e-06	4.91891415953711e-07	8.00620000128099e-06	4.98388543708675e-06	2.19376663149327e-06	6.93485484048534e-06	1.76774640617156e-06	1.3288859948705e-05	8.78507942111119e-06	3.23120917232577e-06	2.39705054529034e-05	1.28815664340137e-05	7.24474936789562e-07	0	5.85625814385898e-07	2.24830126787329e-06	2.44847790371116e-06	4.38161349787335e-06	4.17186063315494e-07	9.92639577532596e-07	2.46193910530397e-05	3.65686869647258e-06	2.45833128472393e-06	6.52997683817215e-07	1.94244534444412e-06	7.8976465013426e-07	2.62614007305922e-06	3.64300810465217e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	2.94821055412207e-07	0	5.19379881197046e-07	1.45027794576831e-06	5.18712689968797e-07	2.64703414382872e-07	4.30665447022121e-07	2.50911624660297e-07	1.91377827402352e-06	3.28251992489594e-06	1.28026998333409e-06	2.31896502603204e-06	2.04368457527023e-07	4.38560072789277e-06	1.29575303983663e-06	9.28416316731083e-07	8.25371706147864e-07	1.39685289043784e-06	2.02218471444056e-06	1.73386250817083e-06	2.4148907962233e-07	2.30053574547793e-06	7.07457402810681e-07	1.68279315392627e-07	0	0	0	0	0	1.33436666688017e-06	4.15323786423896e-07	0	0	0	0	2.39593075121214e-06	6.46241834465154e-06	5.41269477968786e-06	1.33257583800142e-06	0	0	1.75687744315769e-06	5.62075316968323e-07	1.83635842778337e-06	3.12972392705239e-06	0	0	0	6.09478116078764e-07	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum massiliense	0	0	0	2.90055589153661e-07	0	2.64703414382872e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.83873203085778e-07	1.89840856410071e-06	0	1.07706972410859e-06	0	4.44191946000474e-07	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	1.76892633247324e-06	1.08343926961747e-06	5.19379881197046e-07	2.61050030238295e-06	2.59356344984398e-07	2.64703414382872e-07	1.72266178808848e-06	1.00364649864119e-06	1.36698448144537e-06	1.54747367887952e-05	2.56053996666817e-06	1.02697022581419e-05	6.13105372581069e-07	1.72500295297116e-05	2.33235547170594e-06	2.78524895019325e-06	5.50247804098576e-07	4.88898511653245e-06	3.37030785740093e-06	3.46772501634165e-06	9.65956318489321e-07	5.25836741823526e-06	6.83875489383658e-06	8.41396576963134e-07	2.33542639436633e-06	1.13675116516994e-06	2.11167028661701e-06	1.63654335857974e-06	2.2135113717917e-06	1.6012400002562e-06	3.32259029139117e-06	2.19376663149327e-06	9.101996978137e-06	4.41936601542889e-06	2.84761284615107e-06	1.99660895934345e-05	1.61560458616289e-06	2.62902317870553e-05	1.46583342180156e-05	2.17342481036869e-06	0	3.51375488631539e-06	5.62075316968323e-07	5.50907528335011e-06	1.5648619635262e-05	1.66874425326198e-06	0	5.47097578956439e-06	3.04739058039382e-06	2.45833128472393e-06	1.30599536763443e-06	6.47481781481374e-06	4.73858790080556e-06	2.62614007305922e-06	4.1634378338882e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces cardiffensis	1.17928422164883e-06	0	2.07751952478818e-06	0	0	0	0	0	0	0	0	0	0	0	0	4.02313737250136e-06	8.25371706147864e-07	2.44449255826623e-06	3.37030785740093e-06	0	0	0	0	0	0	0	0	0	0	0	1.24597135927169e-06	2.19376663149327e-06	3.46742742024267e-06	0	9.49204282050357e-07	1.27782973397981e-05	1.61560458616289e-06	2.01042948959835e-05	8.439646974009e-06	7.24474936789562e-07	1.49776159529583e-06	0	2.81037658484162e-06	0	3.44269631975763e-05	2.50311637989297e-06	0	2.73548789478219e-06	3.65686869647258e-06	2.45833128472393e-06	0	6.47481781481374e-07	2.36929395040278e-06	7.00304019482458e-06	4.68386756312422e-06
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces dentalis	1.0023915884015e-05	1.4445856928233e-06	4.67441893077341e-06	1.5372946225144e-05	5.18712689968797e-07	7.94110243148615e-06	3.01465812915484e-06	5.01823249320594e-07	7.92850999238316e-06	7.50290268547644e-06	1.05622273625062e-05	5.63177220607781e-06	1.24664759091484e-05	4.67797410975229e-06	1.2698379790399e-05	1.45451889621203e-05	1.07298321799222e-05	1.3619315681769e-05	1.88737240014452e-05	9.10277816789684e-06	4.34680343320195e-06	4.1080995454963e-06	1.46207863247541e-05	6.73117261570507e-07	4.15186914554014e-06	1.13675116516994e-06	7.27353098723636e-06	2.72757226429957e-06	7.87026265525938e-06	5.60434000089669e-06	3.86251121374223e-05	5.48441657873319e-05	9.2320255063961e-05	1.5909717655544e-05	4.74602141025179e-06	2.15633767609093e-05	4.84681375848866e-06	0.000119079285153133	4.04214670860431e-05	1.59384486093704e-05	1.797313914355e-05	4.80213167796436e-05	3.37245190180994e-06	9.18179213891684e-06	0.000131448404936201	3.4626443255186e-05	1.09190353528586e-05	4.65032942112973e-05	2.62075589913869e-05	4.54791287673927e-05	1.04479629410754e-05	2.20143805703667e-05	1.69799399778866e-05	3.15136808767106e-05	7.91053188438758e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces gerencseriae	7.07570532989297e-06	1.4445856928233e-06	3.63565916837932e-06	9.57183444207082e-06	0	7.94110243148615e-07	5.16798536426545e-06	7.52734873980891e-07	1.0935875851563e-06	3.00116107419058e-05	1.60033747916761e-06	1.98768430802746e-06	8.17473830108093e-07	2.22203770213234e-05	2.41010065409613e-05	6.18944211154055e-07	2.2009912163943e-06	1.08256099008933e-05	1.41552930010839e-05	0	3.62233619433496e-06	1.80756380001837e-06	4.71638268540454e-06	3.36558630785254e-07	2.33542639436633e-06	8.52563373877458e-07	6.56964089169736e-06	0	1.47567424786113e-06	8.27307333465703e-06	9.55244708774961e-06	2.48626884902571e-05	5.80794092890647e-05	1.76774640617156e-06	5.69522569230214e-06	1.59728716747476e-06	0	4.71677687944228e-05	1.99886375700213e-05	4.34684962073737e-06	0	2.34250325754359e-06	5.62075316968323e-07	8.56967266298905e-06	4.69458589057859e-05	7.9265352029944e-06	9.92639577532596e-07	2.05161592108665e-05	3.04739058039382e-06	2.08958159201534e-05	0	1.5539562755553e-05	4.73858790080556e-06	7.87842021917765e-06	2.49806270033292e-05
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces graevenitzii	2.94821055412207e-07	6.13948919449902e-06	6.23255857436455e-06	5.80111178307323e-06	3.37163248479718e-06	1.05881365753149e-06	1.72266178808848e-06	5.01823249320594e-07	3.44480089324234e-05	0.000134583316920734	9.28195737917212e-06	2.65024574403662e-05	4.08736915054046e-07	2.10508834938853e-05	2.85065668764059e-06	8.66521895615678e-06	5.00725501729704e-05	1.50161685722068e-05	9.43686200072259e-06	2.5141006368477e-05	3.86382527395729e-06	2.72777809820954e-05	3.06564874551295e-06	1.68279315392627e-07	4.15186914554014e-06	0	1.87704025477067e-06	1.36378613214979e-06	4.91891415953711e-07	5.33746666752066e-07	3.32259029139117e-06	2.92502217532437e-06	1.60368518186223e-05	7.1593729449948e-05	3.03745370256114e-05	2.87511690145457e-05	2.04643247580632e-05	0.000160061117056484	8.48406616860904e-05	9.4181741782643e-06	5.99104638118332e-06	6.44188395824488e-06	2.58554645805429e-05	2.08120621815448e-05	1.12670061373886e-05	5.84060488641692e-06	1.48895936629889e-05	6.15484776325994e-06	1.70653872502054e-05	1.53645705295246e-05	7.18297452198937e-06	5.17985425185099e-06	3.15905860053704e-06	1.05045602922369e-05	3.12257837541615e-06
