% of Calories from Added SugarsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	1.349299793	0.594596149	2.269270993	0.02436953
map00$Years.in.US	0.00597664	0.023066975	0.259099444	0.795837545
map00$Age	-0.001951022	0.017016954	-0.114651636	0.908841686
map00$BMI	-0.049928923	0.02407011	-2.074312171	0.039391169
map00$EthnicityKaren	-0.372952404	0.444598717	-0.838851732	0.402601139
map00$Years.in.US:map00$Age	-0.000738616	0.000302877	-2.43866446	0.015655991
map00$Years.in.US:map00$BMI	0.001255446	0.000778699	1.612235479	0.108561828
map00$Years.in.US:map00$EthnicityKaren	-0.007728222	0.015984929	-0.483469279	0.629316345
map00$Age:map00$BMI	0.00023141	0.000623897	0.370909727	0.711115827
map00$Age:map00$EthnicityKaren	0.001221222	0.006610879	0.18472918	0.853637456
map00$BMI:map00$EthnicityKaren	0.013525289	0.017993996	0.751655673	0.453183351
Total Fat (% Calories Eaten )Estimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	2.132148671	0.332602879	6.410493726	1.11E-09
map00$Years.in.US	0.010182525	0.012903115	0.789152485	0.431001381
map00$Age	-0.00939148	0.009518877	-0.986616323	0.325078938
map00$BMI	-0.029820071	0.013464245	-2.214760018	0.027958917
map00$EthnicityKaren	-0.423140185	0.2486979	-1.701422431	0.090490941
map00$Years.in.US:map00$Age	-0.000227916	0.000169422	-1.345254486	0.180138057
map00$Years.in.US:map00$BMI	8.07E-05	0.000435586	0.185287782	0.85319993
map00$Years.in.US:map00$EthnicityKaren	-0.004847888	0.008941588	-0.542173069	0.588331268
map00$Age:map00$BMI	0.00034225	0.000348993	0.980677861	0.327992172
map00$Age:map00$EthnicityKaren	0.001217059	0.003697968	0.329115771	0.742428785
map00$BMI:map00$EthnicityKaren	0.009096938	0.010065412	0.903782009	0.367249478
% of Calories from Saturated FatEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	1.515288068	0.396780769	3.818955418	0.000181079
map00$Years.in.US	0.014789733	0.015392855	0.960818089	0.337858395
map00$Age	-0.006629582	0.011355607	-0.583815726	0.560033114
map00$BMI	-0.023838293	0.016062258	-1.484118404	0.139425886
map00$EthnicityKaren	-0.54748627	0.296685778	-1.845340462	0.066536163
map00$Years.in.US:map00$Age	-0.000298353	0.000202114	-1.476164066	0.14154658
map00$Years.in.US:map00$BMI	3.53E-05	0.000519635	0.067951956	0.945894961
map00$Years.in.US:map00$EthnicityKaren	-0.007144265	0.010666925	-0.669758661	0.503820524
map00$Age:map00$BMI	0.000197882	0.000416334	0.47529681	0.635118518
map00$Age:map00$EthnicityKaren	0.002269578	0.004411515	0.514466827	0.607520421
map00$BMI:map00$EthnicityKaren	0.012369835	0.012007598	1.030167301	0.304234216
% of Calories from ProteinEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	0.556153212	0.249703579	2.227253664	0.027097976
map00$Years.in.US	0.010020801	0.00968709	1.034449089	0.302234231
map00$Age	0.012495798	0.007146353	1.748555845	0.081974403
map00$BMI	0.03106408	0.010108361	3.073107428	0.00242819
map00$EthnicityKaren	0.215329375	0.186711419	1.153273726	0.250239231
map00$Years.in.US:map00$Age	-0.000100862	0.000127195	-0.792972636	0.428777674
map00$Years.in.US:map00$BMI	-0.000216326	0.000327018	-0.661510531	0.509082191
map00$Years.in.US:map00$EthnicityKaren	0.008308313	0.00671295	1.237654652	0.217363425
map00$Age:map00$BMI	-0.00048177	0.000262009	-1.838754145	0.067504106
map00$Age:map00$EthnicityKaren	-0.002520221	0.002776271	-0.907772007	0.365142595
map00$BMI:map00$EthnicityKaren	-0.008946586	0.007556667	-1.183932758	0.237910995
% of Calories from CarbohydrateEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	1.65893636	0.1785242	9.292501315	3.46E-17
map00$Years.in.US	-0.014082421	0.006925732	-2.03334785	0.043400971
map00$Age	0.002003788	0.005109246	0.39218859	0.695356147
map00$BMI	0.002883209	0.007226917	0.398954191	0.690372642
map00$EthnicityKaren	0.089539579	0.133488302	0.670767236	0.503179122
map00$Years.in.US:map00$Age	0.000157044	9.09E-05	1.726952154	0.085792976
map00$Years.in.US:map00$BMI	0.000239289	0.0002338	1.023476775	0.307376996
map00$Years.in.US:map00$EthnicityKaren	-0.001009585	0.004799386	-0.210357016	0.833613274
map00$Age:map00$BMI	-8.88E-05	0.000187322	-0.474012271	0.636032566
map00$Age:map00$EthnicityKaren	5.99E-05	0.00198488	0.030183114	0.975952531
map00$BMI:map00$EthnicityKaren	-0.000108692	0.005402598	-0.020118389	0.983969932
Dietary Fiber in GramsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	1.20776361	0.413871479	2.918209328	0.003943048
map00$Years.in.US	-0.042595962	0.016055878	-2.652982451	0.008649905
map00$Age	0.011775836	0.011844732	0.994183434	0.321391401
map00$BMI	-0.003684925	0.016754115	-0.219941483	0.826151621
map00$EthnicityKaren	-0.687449218	0.309465053	-2.221411472	0.02749765
map00$Years.in.US:map00$Age	0.000153248	0.000210819	0.726916506	0.468167092
map00$Years.in.US:map00$BMI	0.001305613	0.000542017	2.40880498	0.016954801
map00$Years.in.US:map00$EthnicityKaren	-0.005694426	0.011126386	-0.511794736	0.609385888
map00$Age:map00$BMI	-0.000506149	0.000434267	-1.165526395	0.245259435
map00$Age:map00$EthnicityKaren	-0.000561344	0.004601534	-0.121990739	0.903034606
map00$BMI:map00$EthnicityKaren	0.025917621	0.012524807	2.069303026	0.03986383
Total CaloriesEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	3.467242923	0.296779572	11.68288944	3.85E-24
map00$Years.in.US	-0.021564682	0.011513373	-1.873011758	0.062594553
map00$Age	0.005733479	0.008493638	0.675032247	0.500471607
map00$BMI	-0.011438631	0.012014065	-0.952103302	0.342247894
map00$EthnicityKaren	-0.691686201	0.221911657	-3.116943966	0.002109591
map00$Years.in.US:map00$Age	-6.59E-05	0.000151175	-0.436223562	0.663167201
map00$Years.in.US:map00$BMI	0.000949187	0.00038867	2.442139975	0.015510699
map00$Years.in.US:map00$EthnicityKaren	-0.002209048	0.007978525	-0.27687425	0.78217607
map00$Age:map00$BMI	-0.00032537	0.000311405	-1.044844823	0.29741524
map00$Age:map00$EthnicityKaren	0.001075592	0.003299675	0.325969012	0.744804658
map00$BMI:map00$EthnicityKaren	0.025317939	0.008981307	2.818959331	0.005325692
