#Taxonomy	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	-1.89018605095104	-1.70904349676639	-1.78131111677729	-2.23798285072808	-1.83555638632143	-1.82930945374866	0.618353527604326	-1.83945897207867	-2.03669607260233	-1.9865169906249	-1.90406015758554	-2.00062499419984	-1.91083068287752	-1.84452601489171	-1.94311448386895	-2.03042978589533	-1.7854980383769	-2.0857099836276	-1.82759617884225	-1.90587253705263	-1.50644521085573	-2.12851101186429	-1.70384166749597	-1.63523619675455	-2.00485259257247	-1.63453757427481	-1.85137766946454	-2.01895560089933	-2.07304659559017	-1.59903985972107	-1.93267209551855	-1.7293205623735	-2.07901785705559	-0.616162605363998	-1.69236089406794	-2.13818215376526	-1.77616247168497	0.336614450716553	0.320451009532299	-1.95748113135249	-1.49013418714342	-1.94620551292958	-1.86798661036271	-1.61134201837172	-1.9753144366237	-2.0732335561	-1.69543871323278	-2.03524604247429	-1.95889595961639	-2.03346057946705	-1.65675280476907	-1.67565044581275	-1.75992425963773	-1.64954177731366	-2.12966257010105
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	-1.89018605095142	-0.898113280549887	-1.78131111677748	-2.23798285072834	-0.73694409765377	-1.82930945374898	3.10326017739233	-1.83945897207898	-2.03669607260264	-1.98651699062511	-1.90406015758582	-2.00062499420011	-1.91083068287783	-1.8445260148921	-1.94311448386918	-2.03042978589558	-1.78549803837708	-2.08570998362785	-1.82759617884243	-1.90587253705291	-1.50644521085588	-2.12851101186444	-1.70384166749602	-1.63523619675476	-2.00485259257272	-1.63453757427487	-1.85137766946461	-2.0189556008995	-2.07304659559042	-1.59903985972127	-1.9326720955188	-1.72932056237375	-2.07901785705581	1.07023634820623	0.21718161081628	-2.13818215376546	-1.77616247168528	2.37621008384919	2.12326031494694	-1.95748113135272	-1.49013418714357	-1.9462055129299	-1.86798661036297	0.639949780234778	-1.97531443662394	-2.07323355610023	-1.69543871323292	-2.03524604247453	-1.9588959596166	-2.0334605794671	-1.65675280476925	-1.67565044581293	-1.75992425963795	-1.64954177731377	-2.12966257010124
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter;s__Methanobrevibacter smithii	0.387081234059432	3.61640253717007	-1.37584600866807	-2.23798285072853	6.07704980151389	0.974050927156942	9.47394566976405	-0.181230895474736	-2.03669607260244	-1.98651699062444	-0.245832080981202	4.41977701720121	-1.50536557476852	1.8751250978889	-0.284886407265354	-1.62496467778693	-1.78549803837647	-0.293950514401771	1.69138423847527	-1.90587253705219	-1.50644521085544	3.18960898198171	-1.70384166749598	-1.63523619675473	-2.0048525925721	0.157221894953206	0.751312015979846	-1.61349049279022	3.42923150285436	2.25641279421866	-1.52720698740923	-1.72932056237343	-0.980405568390086	8.30742859220901	7.90038064641764	2.16925562391669	-0.117934395081368	8.67078584022444	8.27844499289833	2.55885784092764	1.58947957039165	-1.94620551292939	-1.86798661036257	7.1990430386699	3.76528201115525	-2.07323355609978	-1.69543871323231	-2.03524604247428	-1.95889595961636	-2.03346057946672	-1.65675280476895	-0.171573049035098	0.724982390151995	1.39498066040919	-0.625585173324921
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera;s__Methanosphaera stadtmanae	-1.8901860509502	-1.70904349676618	-1.78131111677713	-2.23798285072793	-1.83555638632131	-1.01837923753326	-1.86655312218425	-1.83945897207863	-2.03669607260217	-1.98651699062468	-1.90406015758547	1.40057238746208	-1.91083068287741	-1.84452601489177	-1.94311448386884	-2.03042978589519	-1.78549803837674	-2.08570998362743	-1.82759617884201	-1.90587253705253	-1.50644521085552	-2.12851101186403	-1.70384166749574	-1.6352361967544	-2.00485259257231	-1.63453757427465	-1.85137766946433	-2.01895560089915	-2.07304659558998	-1.5990398597209	-1.93267209551836	-1.72932056237338	-2.07901785705538	-1.93791844534451	-1.69236089406782	2.69212958619885	-1.37069736357674	6.51365047623099	5.55476304610442	-0.0479386264693924	-1.49013418714326	-1.94620551292943	-1.86798661036251	-2.01680712647763	-1.97531443662356	-2.0732335560998	2.92953410004975	-2.03524604247412	-1.95889595961621	-2.03346057946673	-1.65675280476893	-1.67565044581261	-1.75992425963763	-1.64954177731352	2.77004116328778
k__Bacteria	7.18046112628753	5.65771765725212	5.83681712343092	7.05042905666886	7.20976192593841	6.8144282789916	6.71417809003655	7.34317612880569	7.19271136209212	6.8347728145097	6.43071147203722	6.67804908813826	7.64596761662763	6.78924949160431	7.13603461241495	6.88045953002931	6.33375168632868	6.81316778722917	5.69263837763136	6.929156012509	7.56282110830309	7.06562375576674	6.90588512532325	6.64154011467793	6.20629086903186	6.49714018434084	7.68126356935904	7.14774631404797	6.56897144627056	6.90870887286714	6.41106016753708	5.05116936556293	5.28013146192051	6.08530623937035	6.26691506604824	5.54763573780673	6.73672144814324	5.44596321774884	6.28334459965224	5.98780858678783	5.06058894125252	6.40108864169152	5.71258558270319	5.88364421557882	5.32177656853675	6.08864091414566	5.96984600523683	5.71558390605271	5.49929019772298	6.04429698426966	5.642875628803	5.18815294564158	5.99798194871574	5.54545797838864	6.06546412200143
k__Bacteria;p__;c__;o__;f__;g__;s__bacterium LF-3	5.97231114628022	6.8279523219462	6.28261756139855	4.56773970268951	6.42874255812824	6.37652353786029	3.0331506112053	6.16415480737536	5.68797149427473	5.6965413269289	8.03639798231548	7.3099452541849	7.45285290015443	5.89003282946296	8.07136643996421	6.87365712804388	6.10937915323864	6.69342430580853	6.75706872768798	6.02577148439988	5.78759235681613	7.25391116917744	8.95064915267618	7.22021335307731	7.99386559114759	5.44296047929438	8.56707940900291	8.96480204605799	5.4548818639923	4.59178771003569	4.00815683562201	5.30748734452342	5.07637844483854	5.61116426546597	5.64603979155244	4.35632782978889	3.23447282241136	3.59950716100153	3.70597057847522	5.11684734745412	6.44848972842069	6.10082403643982	5.05883573133372	5.39851848354757	5.78547223459343	6.64987564096084	6.02790259350014	5.27647321849171	6.1162977989626	6.18600020364369	6.05390051873337	6.4524921787648	7.59250144051953	6.69508214875073	6.57881191948047
k__Bacteria;p__Actinobacteria	-0.231957974346792	0.775863153021785	-0.277233719999957	-0.733905453951202	0.967803994584655	-1.01837923753326	0.330671455152545	0.580909156572161	0.240571212408469	2.66744335953111	0.98631160031143	-2.00062499419972	2.3012969150018	0.506849242271685	-0.151355014640831	0.939984679674612	2.02116445139208	1.31548739803233	1.81654738142927	1.88398283439951	-0.69551499464107	0.417020259741929	-1.70384166749578	-1.63523619675483	1.10866271663596	-1.6345375742751	-0.529621829482219	2.20422183316669	0.583710311123549	-0.500427571052986	-0.610916255535076	0.467904014962889	0.852175895358224	2.00850598679916	0.21718161081628	0.0590424235700996	1.33735283752547	0.822122266498254	0.747895024359238	1.18882400067953	-1.49013418714342	-0.287977436325786	0.146916410176621	1.02771531124354	-0.183554967395613	0.73012682480355	-0.884508497018194	-1.62978093436416	0.392479297545974	0.317914677696215	0.00147527183570133	-0.864720229595044	-0.948994043419677	-1.24407666920607	-1.03105028143309
k__Bacteria;p__Actinobacteria;c__Actinobacteria	0.0193564539341143	-1.70904349676698	-0.277233719999957	-0.0407582733912562	-1.83555638632139	1.14110501182011	-0.767940833515564	-1.4339938639701	-0.714940232618967	1.09309676690828	0.206153042761855	0.656131912514584	0.846009682394954	1.33352781545615	0.408260773294592	-0.120887281010651	-1.78549803837717	0.571046923084834	0.523779078320207	0.109030483487836	-0.407832922189289	1.55409882923783	-0.605229378827813	-1.22977108864548	-1.19392237635808	-1.22907246616668	-0.347300272688264	-0.109413096013942	-1.66758148748295	1.51447544948928	0.264552481818824	-0.918390346157002	0.405888792729804	-1.53245333723815	0.659014363095319	-0.0279689534195302	-0.272085074908626	0.998012932961918	0.979696638416563	-1.9574811313522	-1.49013418714387	-1.94620551292969	-0.769374321697534	-0.918194837811771	-0.317086360020135	-2.07323355610004	-1.69543871323253	1.26059082353201	-0.45481856284123	-0.934848290799153	-1.65675280476968	-0.864720229595044	-1.35445915152784	-0.838611561097904	-0.471434493497662
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	-1.89018605095093	-1.70904349676652	-1.78131111677751	-0.916227010745156	-1.43009127821372	-1.82930945374879	-1.86655312218469	-1.83945897207907	-0.378467995997754	-0.328288914022881	-0.805447868916625	-0.342396917596543	-1.91083068287775	0.575842113758637	-0.621358643886567	-1.21949956967876	-0.974567822161912	-0.293950514401771	-1.01666596262694	-0.80726024838632	-1.50644521085576	0.222864245300972	-0.892911451279594	-1.63523619675462	-2.00485259257241	-1.63453757427492	-1.85137766946476	-2.01895560089948	-2.07304659559022	-0.277284019738776	-1.93267209551876	-1.72932056237361	-2.07901785705555	-1.93791844534469	-1.69236089406823	-1.32725193754979	0.421062105651319	-0.490064122467915	-1.2889869029018	-1.95748113135254	-1.49013418714351	-1.13527529671299	-1.86798661036277	-1.20587691026355	-0.653558596641348	-2.07323355610005	-1.69543871323262	-2.03524604247446	-1.95889595961639	-2.03346057946725	-1.65675280476913	-1.67565044581298	-1.75992425963796	-1.64954177731366	-2.12966257010113
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum massiliense	-1.89018605095109	-1.70904349676639	-1.78131111677726	-2.23798285072825	-1.83555638632157	-1.82930945374878	-1.86655312218434	-1.8394589720788	-2.03669607260246	-1.98651699062496	-1.90406015758569	-2.00062499419988	-1.91083068287759	-1.84452601489191	-1.94311448386902	-2.0304297858954	-1.78549803837694	-2.08570998362773	-1.82759617884231	-1.90587253705271	-1.50644521085576	-2.12851101186431	-1.70384166749594	-1.63523619675462	-2.00485259257259	-1.63453757427485	-1.85137766946451	-2.01895560089935	-2.07304659559012	-1.59903985972118	-1.93267209551858	-1.72932056237356	-2.07901785705567	-1.93791844534473	-1.28689578595999	-2.13818215376538	-1.37069736357674	-2.14829219907271	-2.09991711911904	-1.95748113135257	-1.49013418714349	-1.94620551292966	-1.86798661036278	-2.01680712647789	-1.97531443662362	-2.07323355610004	-1.69543871323287	-2.03524604247435	-1.95889595961645	-2.03346057946692	-1.65675280476913	-1.67565044581279	-1.75992425963778	-1.64954177731369	-2.129662570101
