#Taxonomy	CS.079	CS.145	CS.146	CS.165	CS.166	CS.177	CS.178	CS.181	CS.222	CS.248	CS.249	CS.255	CS.256	CS.262	CS.268	CS.275	CS.290	CS.308.0	CS.311	CS.312	CS.325	CS.326	CS.335	CS.358	CS.360	CS.369	CS.370	CS.391	CS.393	L.002.M1	L.002.M6.0	L.003.M1	L.003.M6	L.022.M1	L.022.M6	L.024.M1	L.024.M6	L.031.M1	L.031.M6	L.034.M6	T.CS.008	T.CS.018	T.CS.030	T.CS.042	T.CS.051	T.CS.061	T.CS.065	T.CS.069	T.CS.070	T.CS.071	T.CS.073	T.CS.081	T.CS.084	T.CS.087	T.CS.089
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae	-2.33070963081329	-2.08012309377675	-2.18295496373148	-2.70742960307292	-2.29901751441958	-2.25639400780472	0.163984333398999	-2.29320852210512	-2.37287584245298	-2.46684855900304	-2.35163509757925	-2.40462407084301	-2.34380845828139	-2.27815126000959	-2.40556032897946	-2.42470676614248	-2.23550099793537	-2.57325742218632	-2.19208975258215	-2.32936469845301	-1.91712629284289	-2.61838939984558	-2.08956226774218	-2.00551751243038	-2.51849779708153	-2.00959756691495	-2.27057506345145	-2.46705913416644	-2.58373736693328	-2.06396404477745	-2.38743700757695	-2.23798183184023	-2.55531980165041	-1.16767945119919	-2.18293531514666	-2.67037850057621	-2.33543962070439	-0.287655433864935	-0.345174140076748	-2.53542294686187	-1.83327816261196	-2.32527728287731	-2.28700818369122	-2.12757901395117	-2.41750717794164	-2.54379254172682	-2.09337867234724	-2.52975742198877	-2.36379527822527	-2.41538718970682	-2.03105686217515	-2.0605698794106	-2.15013163335	-2.06029262302329	-2.51610365419368
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanobrevibacter	-0.0534423458040911	3.25621233995852	-1.77748985562324	-2.70742960307279	5.61468636836648	0.54696637310172	9.02128599944539	-0.634980445502341	-2.37287584245303	-2.46684855900299	-0.693407020975681	4.01577794055836	-1.93834335017311	1.44149985277117	-0.747332252376441	-2.019241658034	-2.23550099793556	-0.78149795295837	1.32689066473597	-2.32936469845308	-1.91712629284305	2.69973059399774	-2.08956226774215	-2.00551751243041	-2.51849779708132	-0.217838097686835	0.332114621993061	-2.06159402605827	2.91854073151228	1.79148860916224	-1.98197189946892	-2.23798183184031	-1.45670751298264	7.7566308164076	7.41026661872805	1.63705927710652	-0.677211544101039	8.04836054574479	7.61494004305604	1.98091602541926	1.2463355949228	-2.32527728287746	-2.28700818369137	6.68422220998758	3.32308926983734	-2.54379254172677	-2.09337867234727	-2.52975742198895	-2.3637952782253	-2.4153871897069	-2.03105686217516	-0.556492482634313	0.334775016437124	0.98422981469996	-1.01202625741746
k__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanosphaera	-2.33070963081359	-2.08012309377682	-2.18295496373147	-2.70742960307286	-2.29901751441953	-1.44546379158849	-2.32092231638899	-2.29320852210514	-2.37287584245296	-2.46684855900301	-2.35163509757926	0.996573310819231	-2.34380845828135	-2.27815126000961	-2.40556032897942	-2.4247067661425	-2.23550099793539	-2.57325742218631	-2.19208975258213	-2.32936469845301	-1.91712629284294	-2.6183893998456	-2.08956226774218	-2.00551751243041	-2.51849779708153	-2.009597566915	-2.27057506345141	-2.46705913416644	-2.58373736693328	-2.06396404477753	-2.38743700757697	-2.23798183184023	-2.55531980165033	-2.4894352911812	-2.18293531514667	2.15993323938869	-1.92997451259641	5.8893805916495	4.88913789649538	-0.625880441977779	-1.83327816261198	-2.32527728287724	-2.28700818369126	-2.53304412206006	-2.41750717794166	-2.54379254172678	2.53159414093861	-2.52975742198879	-2.36379527822536	-2.41538718970687	-2.03105686217509	-2.06056987941052	-2.15013163334995	-2.06029262302335	2.38360007919523
k__Bacteria	7.00133939482119	6.72712435423604	6.37585990237565	6.66119574786801	7.1233245684512	6.88531949712519	6.28469375537713	7.15760438330629	7.05708187106071	6.63236470242195	7.77177081091543	7.33224793722087	7.81423409952315	6.69700460847264	7.93998941379801	7.17593431342241	6.47098936401146	6.9606870314176	6.688912871673	6.84584060275437	7.30866903368815	7.36746124311478	8.68662456574114	7.29502912743206	7.63496996072184	6.42105686308411	8.49315654185405	8.66727438299217	6.34211582348773	6.537800048089	6.0428902508175	5.37200424643463	5.40028064894584	6.01770756438123	6.20648132132764	5.28074059284348	6.20712887704289	4.96821100800954	5.69094504757167	5.75950131065047	6.32816822543843	6.57625952002544	5.7123347690224	5.84712587319023	5.83121815994668	6.6307133772394	6.29450278259024	5.7185754512165	6.14289292854594	6.4288770423898	6.18820188032481	6.31632622646693	7.3871175338277	6.55950228205349	6.66142939480633
k__Bacteria;p__Actinobacteria	-0.672481554210315	0.404783556010966	-0.678877566955128	-1.20335220629761	0.504342866486185	-1.44546379158849	-0.123697739052782	0.127159606544556	-0.0956085574433714	2.18711179115545	0.538736660316951	-2.404624070844	1.8683191395972	0.0732239971539577	-0.613800859751918	0.545707699427541	1.57116149183516	0.82793995947573	1.45205380768997	1.46049067300046	-1.10619607662656	-0.072858128242041	-2.08956226773954	-2.00551751243034	0.595017512128313	-2.00959756691467	-0.948819223469004	1.75611829989863	0.0730195397814713	-0.965351756109397	-1.06568116759476	-0.0407572545042792	0.375873950765665	1.45698914096397	-0.273392810262002	-0.473153923240068	0.778075688505803	0.197852381916766	0.0822698747501917	0.610882185171147	-1.83327816261139	-0.667049206273321	-0.272105163148616	0.511478315664086	-0.625747708713523	0.259567839178969	-1.28244845612933	-2.12429231388038	-0.012420021061675	-0.0640119325431144	-0.372828785571765	-1.24963966319426	-1.33920141713455	-1.6548275149153	-1.41749136552563
k__Bacteria;p__Actinobacteria;c__Actinobacteria	-0.421167125929409	-2.08012309377707	-0.678877566955128	-0.510205025737666	-2.29901751441973	0.714020457764886	-1.22231002772089	-1.88774341399771	-1.05112000247081	0.612765198532623	-0.241421897232624	0.252132835871735	0.413031906990363	0.899902570338426	-0.0541850718164955	-0.515164261257721	-2.23550099793657	0.0834994845282344	0.159285504580908	-0.314461677911214	-0.818514004174782	1.06422044125386	-0.990949979074171	-1.60005240432211	-1.70756758086573	-1.60413245880673	-0.766497666675049	-0.557516629282	-2.17827225882502	1.04955126443287	-0.190212430240861	-1.42705161562417	-0.0704131518627541	-2.08397018307334	0.168439942017037	-0.560165300229698	-0.831362223928297	0.37374304838043	0.314071488807516	-2.5354229468627	-1.83327816261267	-2.32527728287813	-1.18839589502277	-1.43443183339123	-0.759279101338045	-2.54379254172739	-2.09337867234788	0.766079444015789	-0.859717881448879	-1.31677490103848	-2.03105686217562	-1.24963966319426	-1.74466652524271	-1.24936240680713	-0.857875577590207
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae	-2.33070963081294	-2.08012309377654	-2.18295496373129	-1.38567376309157	-1.89355240631218	-2.25639400780465	-2.32092231638906	-2.29320852210503	-0.714647765849595	-0.808620482398538	-1.2530228089111	-0.746395994239392	-2.34380845828126	0.142216868640909	-1.08380448899765	-1.61377654992583	-1.42457078171883	-0.78149795295837	-1.38115953636624	-1.23075240978537	-1.91712629284275	-0.267014142682999	-1.27863205152595	-2.00551751243006	-2.51849779708145	-2.00959756691488	-2.27057506345126	-2.46705913416628	-2.5837373669332	-0.742208204795187	-2.38743700757698	-2.23798183184013	-2.55531980165008	-2.48943529118089	-2.18293531514655	-1.85944828435996	-0.138215043368352	-1.1143340070494	-1.95461205251085	-2.53542294686173	-1.83327816261177	-1.51434706666052	-2.28700818369119	-1.72211390584301	-1.09575133795926	-2.54379254172651	-2.09337867234717	-2.52975742198864	-2.3637952782253	-2.41538718970661	-2.03105686217508	-2.06056987941036	-2.15013163334996	-2.06029262302306	-2.51610365419372
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum	-2.33070963081328	-2.08012309377678	-2.18295496373144	-2.70742960307286	-2.29901751441955	-2.25639400780466	-2.32092231638896	-2.29320852210507	-2.37287584245292	-2.466848559003	-2.35163509757919	-2.404624070843	-2.34380845828136	-2.27815126000947	-2.40556032897943	-2.42470676614245	-2.23550099793531	-2.57325742218625	-2.1920897525821	-2.32936469845295	-1.91712629284288	-2.61838939984552	-2.08956226774221	-2.00551751243036	-2.51849779708146	-2.00959756691492	-2.27057506345137	-2.46705913416635	-2.58373736693325	-2.06396404477741	-2.38743700757697	-2.23798183184019	-2.55531980165033	-2.48943529118114	-1.77747020703828	-2.67037850057616	-1.92997451259641	-2.77256208365268	-2.76554226872635	-2.53542294686184	-1.83327816261194	-2.32527728287727	-2.28700818369121	-2.53304412206005	-2.4175071779416	-2.54379254172676	-2.09337867234718	-2.52975742198874	-2.36379527822523	-2.41538718970675	-2.0310568621751	-2.06056987941056	-2.15013163334994	-2.06029262302329	-2.51610365419365
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces	3.06178090575144	3.40984715699384	2.35767670111912	3.2314249937618	1.57218349648754	3.07632478546055	2.77129296469968	1.90774577517449	3.55804220478682	4.84085664740012	4.05152510738757	4.28776979726706	3.09209457121932	4.77759289668607	4.11137211863087	3.30132631744886	3.54060213830067	4.22579843987237	3.536385334664	3.39666838513754	3.27583055804732	3.7073127460813	4.25343904544831	2.7107467210634	3.03736454749752	2.60056016058424	3.39498619838468	3.1173765828572	2.32707759188086	4.81616306708716	3.47121017764004	3.40126212167813	4.60474940594537	2.74434355422896	2.85725878119136	3.41696424680003	3.38323146644538	4.87784457079224	5.12989373821579	2.5659667105025	2.06869450696275	3.12038192156911	2.62380677512316	2.51199259875425	4.23115348544069	2.66978359636538	1.82363187459353	3.06866453700983	3.2234533801751	3.57732657680182	1.65155297892504	2.98928612783895	3.29228607717092	2.97990147331434	3.66391299945883
k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Arcanobacterium	-1.92524452270568	-2.0801230937767	-2.1829549637314	-2.70742960307278	-2.29901751441953	-1.85092889969665	-2.32092231638903	-2.2932085221051	0.517495915443038	-2.46684855900291	-2.35163509757919	-2.40462407084301	-2.34380845828134	-2.27815126000949	-2.00009522087181	-2.4247067661425	-2.23550099793548	-2.57325742218625	-2.19208975258214	-2.32936469845294	-1.91712629284286	-2.61838939984548	-2.08956226774213	-2.00551751243042	-2.51849779708147	-2.00959756691497	-2.27057506345143	-2.46705913416638	-2.17827225882502	-2.06396404477737	-2.38743700757694	-1.83251672373233	-2.55531980165027	-2.48943529118115	-1.77747020703828	-2.67037850057614	-2.33543962070434	-2.7725620836527	-1.44378642874486	-2.53542294686188	-1.83327816261198	-2.32527728287719	-2.2870081836912	-2.53304412206008	-2.4175071779417	-0.752033072499511	-2.09337867234722	-2.52975742198877	-2.36379527822538	-2.41538718970678	-2.03105686217506	-2.06056987941052	-2.15013163334987	-2.06029262302326	-2.51610365419356
