Linear model interactions and main effects				
				
Total.Fat.Percent.CaloriesEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	26.1456101	52.87393809	0.494489555	0.623126246
map$Years.in.US	-2.34063307	3.042004183	-0.769437821	0.445253271
map$Age	0.439405237	1.486901586	0.295517364	0.76882247
map$BMI	-0.015676452	2.14667335	-0.007302673	0.994202422
map$Years.in.US:map$Age	0.027870853	0.069574432	0.400590449	0.690428294
map$Years.in.US:map$BMI	0.104068508	0.116673128	0.891966381	0.376683586
map$Age:map$BMI	-0.018579426	0.059032666	-0.314731278	0.75427536
map$Years.in.US:map$Age:map$BMI	-0.001349866	0.002688353	-0.502116237	0.617789919
Total.Sugars.in.GramsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	415.3229708	232.0169362	1.790054544	0.079501378
map$Years.in.US	-9.666951781	13.34866507	-0.724188654	0.472324999
map$Age	-6.580296774	6.524695583	-1.008521653	0.318059957
map$BMI	-15.54030449	9.419850149	-1.649740096	0.105265354
map$Years.in.US:map$Age	0.163884241	0.305300628	0.536796279	0.593789022
map$Years.in.US:map$BMI	0.395201934	0.511975138	0.771916262	0.443797243
map$Age:map$BMI	0.292019368	0.259042143	1.127304476	0.264994697
map$Years.in.US:map$Age:map$BMI	-0.00719766	0.011796802	-0.610136572	0.54453459
Dietary.Fiber.in.GramsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	48.90803349	71.4256587	0.684740391	0.496669781
map$Years.in.US	-4.525157577	4.109343097	-1.101187579	0.276088044
map$Age	-0.081194597	2.008606301	-0.040423351	0.967916598
map$BMI	-1.79100325	2.899870211	-0.617614969	0.539632035
map$Years.in.US:map$Age	0.07147823	0.093985805	0.760521557	0.450514522
map$Years.in.US:map$BMI	0.181566971	0.15760988	1.152002467	0.254798615
map$Age:map$BMI	0.018704358	0.079745281	0.234551283	0.815514886
map$Years.in.US:map$Age:map$BMI	-0.003117974	0.003631607	-0.858566004	0.394677316
Carbohydrate.in.GramsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	251.6800916	510.3788843	0.493124029	0.62408386
map$Years.in.US	3.973217891	29.36370463	0.135310511	0.892909647
map$Age	4.946534132	14.35268867	0.344641638	0.731809273
map$BMI	-5.006348654	20.7213003	-0.241603981	0.810075172
map$Years.in.US:map$Age	-0.265623398	0.671584568	-0.395517424	0.694143616
map$Years.in.US:map$BMI	-0.056679849	1.126216491	-0.050327668	0.960061792
map$Age:map$BMI	-0.112057099	0.569827541	-0.1966509	0.844897891
map$Years.in.US:map$Age:map$BMI	0.006898643	0.025949997	0.265843705	0.791452719
Protein.in.GramsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	1068.270364	603.6020585	1.769825582	0.082853892
map$Years.in.US	-61.01484158	34.72712745	-1.756979228	0.085043569
map$Age	-18.28489856	16.97427675	-1.077212233	0.286555438
map$BMI	-38.13363622	24.50614613	-1.556084585	0.125995629
map$Years.in.US:map$Age	1.092849645	0.794252741	1.37594696	0.174970241
map$Years.in.US:map$BMI	2.308619734	1.331925385	1.733295093	0.089206916
map$Age:map$BMI	0.726254841	0.6739093	1.07767446	0.286351057
map$Years.in.US:map$Age:map$BMI	-0.042578334	0.030689889	-1.387373324	0.171481013
Total.CaloriesEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	605.9717884	3471.34566	0.174563944	0.862127214
map$Years.in.US	-18.87846714	199.7174487	-0.094525878	0.925069228
map$Age	62.76329744	97.61991545	0.64293538	0.52320368
map$BMI	24.93860684	140.9360733	0.176949778	0.860262685
map$Years.in.US:map$Age	-1.462251991	4.567787279	-0.320122611	0.75020934
map$Years.in.US:map$BMI	1.699678329	7.659969577	0.221891003	0.825302548
map$Age:map$BMI	-2.196803678	3.875686125	-0.566816715	0.573374586
map$Years.in.US:map$Age:map$BMI	0.028358132	0.176499091	0.160670133	0.873000618
Added.Sugars.in.GramsEstimate	Std. Error	t value	Pr(>|t|)	
(Intercept)	230.7941949	115.3330312	2.001110979	0.050823271
map$Years.in.US	3.162084061	6.635472521	0.476542409	0.635764044
map$Age	-4.969394622	3.243353401	-1.532177967	0.131781894
map$BMI	-9.585813775	4.682502446	-2.047156171	0.045915807
map$Years.in.US:map$Age	-0.028004737	0.151761537	-0.184531191	0.854343188
