# Constructed from biom file
#OTU ID	CS.001	CS.002	CS.003	CS.004	CS.005	CS.006	CS.007	CS.008	CS.009	CS.010	CS.011	CS.012	CS.013	CS.014	CS.015	CS.016	CS.017	CS.018	CS.019	CS.020	CS.021	CS.022	CS.023	CS.024	CS.025	CS.026	CS.027	CS.028	CS.029	CS.030	CS.031	CS.032	CS.033	CS.035	CS.036	CS.037	CS.038	CS.039	CS.040	CS.041	CS.042	CS.043	CS.044	CS.045	CS.046	CS.047	CS.049	CS.050	CS.051	CS.052	CS.053	CS.055	CS.056	CS.057	CS.058	CS.059	CS.060	CS.061	CS.062	CS.063	CS.064	CS.065	CS.066	CS.067	CS.068	CS.070	CS.071	CS.072	CS.073	CS.074	CS.075	CS.076	CS.077	CS.078	CS.079	CS.080	CS.082	CS.083	CS.084	CS.085	CS.086	CS.087	CS.088	CS.089	CS.090	CS.091	CS.092	CS.093	CS.094	CS.095	CS.096	CS.097	CS.098	CS.099	CS.101	CS.102	CS.103	CS.104	CS.105	CS.106	CS.108	CS.109	CS.110	CS.111	CS.112	CS.113	CS.114	CS.115	CS.117	CS.118	CS.119	CS.120	CS.122	CS.123	CS.124	CS.130	CS.131	CS.132	CS.133	CS.135	CS.136	CS.143	CS.153	CS.154	CS.156	CS.157	CS.158	CS.160	CS.161	CS.163	CS.164	CS.165	CS.167	CS.168	CS.169	CS.170	CS.171	CS.172	CS.173	CS.175	CS.176	CS.199	CS.200	CS.217	CS.218	CS.219	CS.220	CS.227	CS.228	CS.229	CS.231	CS.232	CS.233	CS.235	CS.236	CS.237	CS.238	CS.239	CS.240	CS.241	CS.247	CS.248	CS.249	CS.251	CS.284	CS.285	CS.286	CS.292	CS.298	CS.308.0	CS.311	CS.312	CS.345.0	CS.346	CS.347.0	L.001.M1	L.002.M1	L.003.M1	L.004.M1	L.005.M1	L.006.M1	L.007.M1	L.008.M1	L.011.M1	L.012.M1	L.022.M1	L.024.M1	L.025.M1
1007399	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0
1010113	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	4.0	2.0	0.0	1.0	0.0	16.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	8.0	0.0	0.0	0.0	0.0	0.0	1.0	2.0	0.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	11.0	0.0	2.0	8.0	17.0	0.0	1.0	1.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	54.0	0.0	9.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.0	0.0	8.0	0.0	0.0	2.0	14.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	6.0	9.0	0.0	0.0	0.0	0.0	5.0	0.0	1.0	2.0	0.0	0.0	0.0	1.0	208.0	1.0	4.0	0.0	6.0	3.0	0.0	3.0	0.0	2.0	0.0	0.0	1.0	0.0	0.0	0.0	5.0	0.0	1.0	3.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	7.0	0.0	0.0	2.0	46.0	0.0	0.0	3.0	24.0
102222	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	145.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1034960	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1035392	39.0	0.0	2.0	0.0	7.0	0.0	1.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10.0	0.0	0.0	0.0	9.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	1.0	0.0	0.0	5.0	0.0	3.0	1.0	0.0	7.0	0.0	0.0	1.0	0.0	6.0	0.0	0.0	7.0	0.0	0.0	22.0	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	7.0	0.0	0.0	0.0	0.0	0.0	8.0	6.0	2.0	0.0	0.0	2.0	0.0	0.0	15.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	3.0	0.0	0.0	0.0	0.0	7.0	0.0	0.0
1040889	2.0	1.0	0.0	1.0	7.0	2.0	4.0	0.0	0.0	0.0	75.0	0.0	5.0	4.0	0.0	5.0	6.0	9.0	1.0	5.0	0.0	0.0	13.0	19.0	0.0	0.0	0.0	5.0	50.0	4.0	25.0	1.0	7.0	3.0	0.0	2.0	49.0	5.0	61.0	10.0	0.0	11.0	7.0	0.0	14.0	4.0	1.0	2.0	33.0	3.0	2.0	11.0	32.0	8.0	36.0	1.0	12.0	19.0	81.0	43.0	0.0	1.0	31.0	0.0	13.0	0.0	2.0	12.0	0.0	12.0	81.0	1.0	2.0	0.0	14.0	56.0	1.0	3.0	5.0	3.0	0.0	4.0	0.0	11.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	9.0	3.0	0.0	0.0	2.0	1.0	2.0	4.0	1.0	3.0	0.0	0.0	88.0	0.0	12.0	0.0	5.0	0.0	3.0	5.0	0.0	10.0	0.0	0.0	2.0	0.0	0.0	0.0	49.0	0.0	65.0	0.0	0.0	0.0	77.0	1.0	0.0	0.0	0.0	9.0	9.0	0.0	22.0	29.0	36.0	0.0	0.0	1.0	11.0	4.0	1.0	1.0	12.0	9.0	1.0	0.0	3.0	9.0	0.0	25.0	0.0	68.0	103.0	5.0	2.0	2.0	5.0	0.0	32.0	90.0	36.0	12.0	14.0	0.0	1.0	2.0	13.0	1.0	7.0	51.0	0.0	1.0	9.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
104405	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	28.0	64.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	301.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	48.0	0.0	0.0	0.0
1046624	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
1062061	269.0	1.0	35.0	0.0	42.0	2.0	20.0	2.0	1.0	0.0	244.0	26.0	7.0	25.0	5.0	33.0	19.0	0.0	11.0	0.0	2.0	0.0	0.0	34.0	0.0	4.0	1.0	11.0	72.0	35.0	114.0	0.0	3.0	1.0	6.0	0.0	0.0	4.0	5.0	1.0	0.0	1.0	2.0	0.0	28.0	1.0	4.0	0.0	0.0	10.0	1.0	2.0	0.0	8.0	1.0	50.0	1.0	0.0	1.0	0.0	0.0	38.0	2.0	0.0	0.0	0.0	0.0	51.0	0.0	1.0	3.0	5.0	8.0	3.0	0.0	1.0	19.0	25.0	1.0	25.0	5.0	2.0	0.0	4.0	4.0	114.0	25.0	15.0	0.0	1.0	0.0	0.0	53.0	4.0	5.0	7.0	3.0	16.0	2.0	22.0	40.0	18.0	0.0	81.0	0.0	0.0	123.0	0.0	10.0	10.0	69.0	5.0	7.0	0.0	0.0	1.0	53.0	2.0	2.0	0.0	0.0	15.0	32.0	0.0	0.0	0.0	26.0	30.0	0.0	0.0	0.0	0.0	9.0	3.0	3.0	34.0	2.0	4.0	5.0	8.0	0.0	0.0	34.0	29.0	20.0	3.0	0.0	0.0	0.0	0.0	0.0	29.0	12.0	0.0	50.0	1.0	3.0	24.0	1.0	146.0	31.0	0.0	0.0	0.0	0.0	1.0	1.0	13.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	52.0	0.0	16.0	2.0	1.0	0.0	2.0	0.0	8.0	8.0	6.0	0.0
1074210	0.0	1.0	1.0	1.0	6.0	1.0	6.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	2.0	1.0	3.0	1.0	7.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	2.0	3.0	4.0	0.0	2.0	0.0	0.0	0.0	0.0	2.0	31.0	3.0	0.0	0.0	0.0	0.0	10.0	3.0	1.0	9.0	0.0	1.0	2.0	0.0	11.0	6.0	0.0	0.0	0.0	0.0	1.0	4.0	2.0	2.0	5.0	4.0	0.0	1.0	0.0	7.0	2.0	0.0	0.0	2.0	3.0	0.0	2.0	1.0	2.0	1.0	0.0	0.0	2.0	3.0	0.0	2.0	0.0	1.0	0.0	2.0	0.0	0.0	0.0	1.0	0.0	0.0	7.0	1.0	0.0	0.0	0.0	0.0	2.0	8.0	1.0	1.0	10.0	0.0	1.0	1.0	2.0	1.0	1.0	3.0	1.0	5.0	2.0	1.0	5.0	0.0	2.0	0.0	3.0	0.0	3.0	3.0	0.0	2.0	7.0	1.0	0.0	1.0	2.0	0.0	2.0	22.0	0.0	0.0	1.0	0.0	3.0	4.0	0.0	0.0	2.0	3.0	4.0	0.0	2.0	2.0	3.0	0.0	1.0	11.0	8.0	1.0	0.0	1.0	8.0	0.0	3.0	3.0	0.0	0.0	1.0	3.0	0.0	1.0	0.0	2.0	1.0	1.0	6.0	0.0	0.0	4.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0
